,chipid,month
2566,4c700933,8
2567,4c744a9a,9
2568,4c837377,8
2569,4c9327a1,9
2570,4caa3693,9
2571,4caf3b01,8
2572,4cb57ce4,0
2573,4cbc9aeb,9
2574,4cbfb180,9
2575,4cbfbf43,8
2576,4ccb29f0,9
2577,4ccd4ae1,9
2578,4cd74f27,8
2579,4cfa5146,8
2580,4d108804,9
2581,4d1c1e27,9
2582,4d26c396,8
2583,4d27a2c8,7
2584,4d434e54,8
2585,4d44a82d,8
2586,4d49988c,9
2587,4d4ec134,8
2588,4d56fd82,8
2589,4d71e82a,10
2590,4d731b1e,9
2591,4d7400b5,6
2592,4d8000e5,8
2593,4d848a10,8
2594,4d94cb55,7
2595,4da1018e,8
2596,4da1ea29,8
2597,4db3bcb3,9
2598,4dc06728,10
2599,4dc4a200,9
2600,4dc73c82,8
2601,4ddb3170,8
2602,4de76d25,9
2603,4deaa04a,9
2604,4df45c4f,8
2605,4e00ccfd,8
2606,4e05d857,4
2607,4e07980e,11
2608,4e07e195,8
2609,4e082fed,8
2610,4e165d25,10
2611,4e1c339d,9
2612,4e2959c2,8
2613,4e2c402b,8
2614,4e2e817b,8
2615,4e2f154d,9
2616,4e34a0a1,8
2617,4e3612ce,8
2618,4e3e2a6c,9
2619,4e42903e,6
2620,4e48a7d7,8
2621,4e4e2a74,8
2622,4e534bfa,10
2623,4e53b036,8
2624,4e54622e,9
2625,4e5d4d74,8
2626,4e5e5e57,9
2627,4e7093ba,7
2628,4e92f479,9
2629,4e971fe6,8
2630,4ea004e3,8
2631,4ea96d05,9
2632,4eaf8469,10
2633,4eb66589,9
2634,4eb6802b,8
2635,4ebab6c8,9
2636,4ec1448a,10
2637,4ec27832,10
2638,4ec658dc,11
2639,4ed0d1fc,10
2640,4ed45eb8,8
2641,4ed9893c,8
2642,4edfc3a3,8
2643,4ee48efc,0
2644,4ee7384e,9
2645,4efacaf9,9
2646,4efb723e,9
2647,4efe5ed2,8
2648,4f019631,9
2649,4f15f571,9
2650,4f1cdf46,8
2651,4f2d6206,8
2652,4f349d09,8
2653,4f3e652c,8
2654,4f48224d,8
2655,4f48dfa8,7
2656,4f4e01da,8
2657,4f4f662f,2
2658,4f51d600,8
2659,4f52f9de,8
2660,4f59e5c9,0
2661,4f5f2160,9
2662,4f631724,8
2663,4f663b2e,9
2664,4f6a518a,7
2665,4f77110d,9
2666,4f7d675a,8
2667,4f81a448,9
2668,4f851118,7
2669,4f8f05ad,8
2670,4f91d28d,8
2671,4f949c0e,8
2672,4f95fe22,8
2673,4f99566d,9
2674,4fa54ecf,9
2675,4faaec59,8
2676,4fbb1270,8
2677,4fe2f9f9,8
2678,4ffe9e89,10
2679,50022327,9
2680,5006b266,10
2681,5009ae88,8
2682,5014407d,8
2683,5017a571,8
2684,501adf4f,8
2685,50270021,8
2686,5029b107,9
2687,502ba4e4,8
2688,502cfb44,2
2689,50312913,9
2690,503378f3,9
2691,5033fe2c,7
2692,50352979,8
2693,503b5177,8
2694,503f6d3d,8
2695,5040d776,8
2696,50478281,2
2697,504e9d1e,5
2698,5054c8f6,8
2699,5056c882,7
2700,505701ec,8
2701,506e3e4a,8
2702,509b9c21,9
2703,509e4dbf,9
2704,50a1dcb7,8
2705,50a6a899,9
2706,50ad7c5b,8
2707,50b2fcde,8
2708,50b6ca9d,8
2709,50b952e1,10
2710,50bb920e,10
2711,50c3429d,9
2712,50db2bd1,8
2713,50dcdd3f,9
2714,50e1e66d,9
2715,50f96933,8
2716,50fa8619,8
2717,50fe0a1f,8
2718,5106454d,9
2719,51090d99,8
2720,51241122,0
2721,51257d6c,8
2722,512ef0be,8
2723,5131dcf3,8
2724,513e57b2,8
2725,5141322c,8
2726,51583268,9
2727,516785e8,8
2728,5169f13d,8
2729,516b2e91,8
2730,516cc028,8
2731,51728406,10
2732,5182e7db,7
2733,51890d85,9
2734,51b6800c,8
2735,51b75e20,8
2736,51ca7b99,8
2737,51d234ae,8
2738,51d53971,10
2739,51d93376,8
2740,51dc78d3,9
2741,51e1db4f,8
2742,51e245a8,8
2743,51f12477,8
2744,520200a0,8
2745,5209306d,8
2746,520b28e3,9
2747,520eeb54,9
2748,5210320c,0
2749,521e0fe7,10
2750,5228e21d,8
2751,522a5ee6,11
2752,522ca516,8
2753,52343e5a,8
2754,52388b34,8
2755,52514952,8
2756,52558579,8
2757,525bb92e,9
2758,526b95e5,9
2759,526ef3bd,8
2760,5273ccbe,8
2761,52796af6,8
2762,5283a848,9
2763,5284768d,8
2764,52858760,9
2765,5285cfd2,8
2766,528901fc,2
2767,5291a9df,7
2768,5294c4a7,8
2769,52953c9a,9
2770,5299d3bf,8
2771,52a7360d,8
2772,52a84c5a,9
2773,52b1d478,8
2774,52b51a6d,8
2775,52b61aa4,8
2776,52b68f9f,8
2777,52bd8dd9,8
2778,52d4b426,4
2779,52dab989,0
2780,52de3fbe,9
2781,52e1d361,8
2782,52e56fd7,8
2783,52f0ea60,9
2784,52f2b7a1,9
2785,52f48bda,9
2786,52f8b1a0,9
2787,52fc4b30,7
2788,5302c05a,8
2789,53095eac,9
2790,53102c1e,9
2791,5314a294,9
2792,53190565,8
2793,531965df,8
2794,532a13ca,9
2795,53313913,9
2796,533c14e4,6
2797,533d3ca4,8
2798,534539a2,8
2799,53514e68,0
2800,5351ff3e,7
2801,5352ace9,8
2802,535a4670,8
2803,5372d691,8
2804,5374e3e1,8
2805,53771de5,8
2806,5379604b,8
2807,537f2249,7
2808,5396004d,8
2809,539af514,8
2810,539f369f,8
2811,53b4e229,9
2812,53ba7024,9
2813,53cc4958,8
2814,53d88292,10
2815,53e93b9f,8
2816,53ebd040,8
2817,53f78be8,8
2818,53febcb2,8
2819,5400b6c7,10
2820,54054b63,9
2821,540681f3,8
2822,54085657,8
2823,541d6d32,8
2824,5428ba1b,7
2825,54295bdf,8
2826,542e88e7,9
2827,543585f7,8
2828,54389ec2,8
2829,5442d1d0,8
2830,54481bc6,8
2831,544f9d7d,8
2832,545fffcb,9
2833,547806f3,9
2834,547c803a,9
2835,547decc6,8
2836,54812e2a,8
2837,548e3296,8
2838,54964462,8
2839,54a84b0c,0
2840,54bc9277,8
2841,54c52bec,8
2842,54ce411e,8
2843,54d9f1fa,7
2844,54db0708,7
2845,54e0766a,9
2846,54e46809,8
2847,54f70d6c,11
2848,55041ffd,9
2849,550f9800,8
2850,551a3757,8
2851,551fa016,8
2852,5521a4ea,10
2853,55342174,11
2854,5535580b,8
2855,55390d2c,9
2856,5540b5f2,11
2857,5544f69b,11
2858,5549a5f1,11
2859,554ed1e7,8
2860,55628ff0,9
2861,556c970c,9
2862,55774706,9
2863,55859646,8
2864,5589401a,8
2865,5589d381,8
2866,558a3569,8
2867,55934a27,8
2868,559fb870,8
2869,55a14920,8
2870,55a896f3,9
2871,55b5ee21,11
2872,55bf8168,8
2873,55c1e6c2,9
2874,55cb218e,8
2875,55d48e54,9
2876,55dcd434,8
2877,55e2c53c,8
2878,55e9ff65,7
2879,55ef592c,9
2880,55f08b33,8
2881,55f1937c,8
2882,55faa971,4
2883,560d3c21,8
2884,561ada71,8
2885,561b866f,8
2886,5621aa3b,8
2887,56274ceb,8
2888,562c8385,8
2889,562d07cb,10
2890,56400043,9
2891,56402961,8
2892,564a16cb,8
2893,564e35fe,9
2894,5656881e,9
2895,565e7d10,0
2896,5662f665,9
2897,566d4c1e,8
2898,56881e3f,8
2899,5694599d,8
2900,56951fe6,8
2901,56964c98,8
2902,5698f8d7,9
2903,56a42bdc,9
2904,56a6da70,8
2905,56a7ae4a,8
2906,56a8c64c,7
2907,56abbed2,8
2908,56ac3ec6,8
2909,56ac6168,9
2910,56ad26ee,9
2911,56aed7a3,8
2912,56b558dc,9
2913,56c0cfb7,9
2914,56cf779f,9
2915,56d2d95b,9
2916,56d2f4cc,8
2917,56dd88be,5
2918,56df7666,0
2919,56f1f3d9,10
2920,5700767c,9
2921,57039896,0
2922,57040c98,8
2923,5709b2f4,11
2924,571c5317,0
2925,572306c5,7
2926,5727bd18,8
2927,572814e5,8
2928,572c8e15,8
2929,572cd4af,8
2930,57486198,9
2931,574db45b,9
2932,57529412,8
2933,5758ff05,8
2934,575baad1,7
2935,576995d9,8
2936,576b40f2,8
2937,5771dc57,8
2938,57732826,0
2939,5775939c,10
2940,577c028a,9
2941,5784432e,9
2942,579743f9,5
2943,579a0e71,9
2944,57a2e686,4
2945,57ae20a0,8
2946,57ae707d,8
2947,57b987e6,9
2948,57cb2668,8
2949,57ccf4c2,8
2950,57d42263,9
2951,57d631ab,8
2952,57d7d401,7
2953,57dc0307,8
2954,57e24257,9
2955,57f0ce69,8
2956,57fd4a58,8
2957,5803ff04,8
2958,58062538,9
2959,580f49a8,8
2960,580fbbf0,11
2961,58172e70,1
2962,5818feec,8
2963,5819069c,9
2964,581c4f4f,9
2965,5821c1cd,0
2966,583086ce,8
2967,5835ab58,8
2968,584cbcf7,9
2969,584e3e68,8
2970,58554409,9
2971,58563c15,8
2972,585a66c5,9
2973,5863b19c,8
2974,586963ac,8
2975,586d1fd6,8
2976,5872af2f,7
2977,5872e4d5,8
2978,58764fa4,8
2979,587c17bb,9
2980,5888b9f4,8
2981,588c0efe,0
2982,5893017e,8
2983,58938e46,9
2984,58b001dc,8
2985,58b4533a,8
2986,58bdf09d,5
2987,58bfb923,11
2988,58c6c3a8,8
2989,58df333c,8
2990,58e935f0,8
2991,58ea6492,10
2992,58ed5834,8
2993,58fd9072,8
2994,590f9f4f,8
2995,59186b61,9
2996,591a57ff,7
2997,591de105,9
2998,59200808,9
2999,5928d0f4,8
3000,5929ef10,8
3001,592a4ea2,9
3002,593c02a4,8
3003,593d2380,8
3004,59402b52,9
3005,594121d5,8
3006,59526d80,9
3007,5953ac94,9
3008,5957a5cc,8
3009,5966ca2d,11
3010,596d1c3d,8
3011,5979f8fc,2
3012,598a9bb3,8
3013,59930c31,8
3014,599ab469,8
3015,599e0a82,9
3016,59a368d2,9
3017,59a9c2db,9
3018,59b37278,9
3019,59b92f93,0
3020,59be4af3,8
3021,59c90664,11
3022,59c91c9b,8
3023,59d0aa76,8
3024,59dcfa44,10
3025,59dd88c3,10
3026,59e1d17b,8
3027,59e4b726,9
3028,59e9d976,8
3029,59ebc330,8
3030,59f1d91f,9
3031,59f2ffd8,8
3032,59fc8d5e,8
3033,59fddb6d,8
3034,5a00c0c2,8
3035,5a030a2e,9
3036,5a1bc9dd,8
3037,5a2aa82c,9
3038,5a2d1b36,8
3039,5a327e27,9
3040,5a3a5866,10
3041,5a4a5f4f,8
3042,5a517bca,9
3043,5a525002,8
3044,5a535ede,10
3045,5a539eb2,10
3046,5a683df8,8
3047,5a737c41,10
3048,5a79f90f,8
3049,5a7b41ab,8
3050,5a7dfb14,9
3051,5a8105dc,7
3052,5a88abca,9
3053,5a8abe43,8
3054,5a9ab239,9
3055,5a9e10c8,4
3056,5aa29796,9
3057,5aa60f00,5
3058,5aa723df,7
3059,5ab33dab,9
3060,5abcc1df,9
3061,5ac79796,8
3062,5aca0302,8
3063,5acc7439,8
3064,5ad566bf,8
3065,5ad5aa38,8
3066,5ae93037,8
3067,5af4f533,9
3068,5af51ce0,8
3069,5af83b04,8
3070,5afb4ef4,1
3071,5aff5163,9
3072,5b079b0d,8
3073,5b096fc0,8
3074,5b0f2bcd,8
3075,5b122d44,8
3076,5b17354c,9
3077,5b1e34a1,8
3078,5b2b7778,9
3079,5b305c89,0
3080,5b35dd74,8
3081,5b3d2da6,8
3082,5b5f066e,7
3083,5b711a4a,8
3084,5b76f1bb,8
3085,5b8820df,7
3086,5b8a930b,2
3087,5b8c03b1,8
3088,5b90f25b,8
3089,5b92ed35,9
3090,5b958240,9
3091,5b96e84b,8
3092,5b978df9,8
3093,5ba504e6,9
3094,5bb263ee,8
3095,5bb886d8,8
3096,5bb97720,9
3097,5bb9e2d3,9
3098,5bc1be29,10
3099,5bc3f082,8
3100,5bcb1ecf,8
3101,5bdc86f5,8
3102,5bdda504,9
3103,5bde1a21,8
3104,5bdfad73,8
3105,5be3f080,0
3106,5be9e868,8
3107,5bec6405,9
3108,5bee53e9,9
3109,5bf2cca6,8
3110,5bf32365,9
3111,5c084ad0,11
3112,5c0a85de,8
3113,5c0d58a0,8
3114,5c11f054,8
3115,5c21278a,8
3116,5c215c7a,8
3117,5c2461bb,9
3118,5c24e281,9
3119,5c2b2c81,8
3120,5c3759da,8
3121,5c377aa8,8
3122,5c38c939,9
3123,5c39a1a5,9
3124,5c3f826a,8
3125,5c4aba05,9
3126,5c4f26f3,8
3127,5c5164ad,9
3128,5c52f7db,8
3129,5c553488,8
3130,5c554950,9
3131,5c5604bf,8
3132,5c5e6a03,8
3133,5c5fb630,10
3134,5c64f226,8
3135,5c6803ba,9
3136,5c6b3101,10
3137,5c720c59,8
3138,5c90aa3b,11
3139,5c9e1cff,8
3140,5c9e9d39,8
3141,5c9e9f6c,9
3142,5cad4125,8
3143,5cb6ce42,9
3144,5cbf3b66,11
3145,5cc49f19,8
3146,5cc7841a,8
3147,5cd2feed,11
3148,5cd803cc,8
3149,5cda43d8,1
3150,5cf96714,11
3151,5cfa3fbb,8
3152,5cfc5cd8,10
3153,5d0271e8,8
3154,5d09e8ac,8
3155,5d0ccf1d,8
3156,5d19b726,9
3157,5d1ae03b,8
3158,5d1b9393,9
3159,5d204231,7
3160,5d20d93e,8
3161,5d295b25,10
3162,5d2b0930,8
3163,5d2c322f,10
3164,5d2ef840,8
3165,5d4aabd5,8
3166,5d589c46,8
3167,5d61a4cf,8
3168,5d63d501,8
3169,5d68228e,7
3170,5d71b3c1,9
3171,5d80a4a0,10
3172,5d8435af,9
3173,5d87b1d3,11
3174,5d8ffbe6,7
3175,5d9667fc,8
3176,5d9d79b2,8
3177,5daa001f,8
3178,5dab7c95,8
3179,5dadfa5e,0
3180,5db0fdc9,7
3181,5dc5f029,9
3182,5dcfbf7d,9
3183,5dd36af3,8
3184,5ddb3118,8
3185,5de2ce8e,8
3186,5de517e7,10
3187,5defdb11,9
3188,5df45055,8
3189,5dfab4af,8
3190,5dfc16de,8
3191,5e012afb,9
3192,5e0e21c0,4
3193,5e14ecbe,8
3194,5e182ed3,8
3195,5e211e71,8
3196,5e25cdb2,8
3197,5e271750,9
3198,5e2f5c0d,8
3199,5e33ee3e,8
3200,5e371ba3,0
3201,5e475773,9
3202,5e59db74,9
3203,5e5d9aff,8
3204,5e69cd30,8
3205,5e7dd194,9
3206,5e848a66,8
3207,5e8876b8,8
3208,5e8c80a2,9
3209,5e970c70,9
3210,5e983500,8
3211,5ea0e8da,8
3212,5eaa0fb3,8
3213,5ebf0ca8,8
3214,5ec6c637,9
3215,5ede7182,9
3216,5ee3c81d,9
3217,5eec5216,9
3218,5ef62f01,9
3219,5efcdbb6,9
3220,5f180112,9
3221,5f1a5bc5,8
3222,5f22b1f7,9
3223,5f29a7a5,10
3224,5f3a94cf,0
3225,5f4243c4,9
3226,5f5e708d,8
3227,5f5f818f,1
3228,5f5fc4b2,9
3229,5f608897,9
3230,5f7994aa,4
3231,5f7e84f0,7
3232,5f7ec7c5,8
3233,5f86bb66,7
3234,5f8d45b2,9
3235,5f90d3ba,8
3236,5f92b41b,9
3237,5f9405d5,11
3238,5f9f06cf,9
3239,5f9f9408,9
3240,5fa1d0b5,8
3241,5fa62918,10
3242,5fa78bb4,10
3243,5faa665e,9
3244,5fb27da1,9
3245,5fd1dcf0,8
3246,5fd2665b,8
3247,5fd30ede,8
3248,5fd96fd9,8
3249,5fe2bef0,9
3250,5fe7c86b,8
3251,5fe86d0c,8
3252,5ff4d5d0,8
3253,5ffea124,9
3254,60032d85,8
3255,60125b7e,4
3256,6028f0fc,9
3257,603a2d7e,8
3258,603ad01e,1
3259,603fd1a1,8
3260,603fdcac,8
3261,60673e5b,8
3262,60805364,8
3263,60807d88,9
3264,60830394,9
3265,6083b063,1
3266,60915fac,8
3267,6094996b,8
3268,60989f28,9
3269,609c9407,8
3270,60a21ab8,8
3271,60a6f1e2,8
3272,60a88357,8
3273,60cdbf97,10
3274,60ec1d24,9
3275,60f145ed,9
3276,60f43e08,9
3277,611cfadd,9
3278,6124161a,8
3279,61256a83,7
3280,6128f2cf,8
3281,61314a30,8
3282,61325166,9
3283,613c3eaf,10
3284,615856af,2
3285,6164ccec,8
3286,616def13,7
3287,6173624a,4
3288,617b7fa2,8
3289,61804a4a,9
3290,61895f75,8
3291,61913309,4
3292,61a08b76,8
3293,61a372af,0
3294,61a7ff2c,8
3295,61ac0b76,10
3296,61c8144e,9
3297,61cacb0d,9
3298,61cf013d,9
3299,61d1742d,0
3300,61d321f1,8
3301,61d466ac,8
3302,61d5c326,6
3303,61d6c948,0
3304,61dc34a5,7
3305,61e132b9,8
3306,61eba3b4,9
3307,61f06e91,8
3308,61f09a5d,0
3309,61f23175,8
3310,61f2f665,9
3311,61fe6342,8
3312,62054171,8
3313,62065a57,8
3314,620d7e33,8
3315,6211e53a,9
3316,62135d07,8
3317,621a6e2f,10
3318,621b36c5,9
3319,621f06ef,8
3320,62204b22,8
3321,62399a0f,8
3322,62521250,9
3323,62583597,8
3324,6258853c,8
3325,625be731,9
3326,626100d8,9
3327,62792c08,11
3328,6282fc03,9
3329,628aa4ac,8
3330,628baa6f,8
3331,6294650e,9
3332,62a96a63,8
3333,62bd2bc7,8
3334,62c21efd,8
3335,62c5de47,8
3336,62cbc4b4,5
3337,62de8d3a,7
3338,62df7a2f,9
3339,62e0f14d,4
3340,62e1f863,5
3341,62ec80c0,7
3342,62fb4d2c,8
3343,6309008d,9
3344,6322a812,8
3345,63286b0e,8
3346,6331fe86,9
3347,63347854,8
3348,6334a45d,8
3349,633dfe92,7
3350,6342b861,9
3351,63474280,9
3352,634e7591,8
3353,635ef9d0,8
3354,636b9f7e,8
3355,63757ba1,8
3356,6380be28,9
3357,6382bef8,8
3358,63847604,8
3359,638973e5,8
3360,638c0c3a,8
3361,638d4763,8
3362,63a2b596,8
3363,63a32fc7,8
3364,63aa874a,8
3365,63ab75b7,9
3366,63abb559,11
3367,63ada952,9
3368,63b18f45,5
3369,63b5e2a5,9
3370,63c06c25,10
3371,63c3abd5,1
3372,63d80a6c,8
3373,63e6b6fc,8
3374,63ea3d4a,9
3375,63f34ad2,9
3376,6405b658,11
3377,6407e823,7
3378,640d929b,7
3379,641b7ad2,9
3380,641dcf09,10
3381,64294cc2,8
3382,6439cfca,10
3383,643d6416,9
3384,645f6893,8
3385,6464b076,9
3386,64654687,9
3387,646a72f5,10
3388,646c9f5d,8
3389,646dfb1d,2
3390,647a94da,8
3391,6480947f,8
3392,6482e411,9
3393,64999aff,8
3394,649c2f77,8
3395,649cdb41,8
3396,649cfa02,8
3397,64a25004,8
3398,64a71d86,9
3399,64a95bc2,8
3400,64b1614e,8
3401,64bf09df,8
3402,64c6fd83,8
3403,64caa316,8
3404,64d47b9c,8
3405,64d5dfb8,9
3406,64d62f3c,9
3407,64d841f8,10
3408,64dbcf81,11
3409,64dc12af,8
3410,64ddc180,9
3411,64df3601,8
3412,64f70d75,7
3413,65032966,10
3414,650b85fa,9
3415,6513c9a3,8
3416,651d91c8,8
3417,651ef6c7,9
3418,651f758f,7
3419,6532bc86,4
3420,653bcc9b,9
3421,654c2231,8
3422,654cbe4b,8
3423,65533cf8,10
3424,6558c513,7
3425,655dae82,9
3426,65613ec7,8
3427,6562cd1b,9
3428,65758986,9
3429,65897f01,9
3430,658d7ff4,10
3431,658db8a4,7
3432,659bbf67,0
3433,659d717e,9
3434,65a114ad,9
3435,65aaa118,8
3436,65abe066,5
3437,65b52f43,9
3438,65be5931,8
3439,65c04fe3,0
3440,65c26a78,9
3441,65dade6f,7
3442,65e2270f,8
3443,65e3f853,7
3444,65e6197a,8
3445,65ed70e6,8
3446,65f70c48,11
3447,66010fc7,9
3448,660288de,8
3449,660fb08e,8
3450,66133b24,9
3451,6615efcf,8
3452,661ff4bc,8
3453,662b8764,10
3454,663ddde0,8
3455,66419275,10
3456,66453fdb,8
3457,6649e6c5,6
3458,6657a718,8
3459,665a9154,2
3460,665bb75e,8
3461,665d056f,8
3462,665e69ce,8
3463,6678a3ee,8
3464,667fd5b5,10
3465,667fd8e6,9
3466,66811cee,8
3467,66919346,8
3468,6695c365,9
3469,66b62ea9,8
3470,66b75c04,8
3471,66ba3233,8
3472,66bc70d8,4
3473,66bd450a,8
3474,66bfd3c5,8
3475,66c10eba,11
3476,66c1a458,9
3477,66c3f4fb,9
3478,66c99d72,9
3479,66d0169f,8
3480,66d36e95,8
3481,66e97862,9
3482,66ed7c3a,9
3483,67042486,8
3484,671cc3e6,9
3485,671fb272,9
3486,67267a49,8
3487,6750948e,8
3488,6757b11f,8
3489,676a6095,8
3490,6776141b,8
3491,6777305f,8
3492,6779a305,11
3493,678837e6,8
3494,678a72d4,8
3495,679841c1,6
3496,679b2ece,8
3497,67a3e869,8
3498,67b0d4d7,6
3499,67b2d704,0
3500,67c19615,9
3501,67c23b64,8
3502,67c3be04,8
3503,67d3d375,9
3504,67d81e60,8
3505,67ef6478,8
3506,67f03e7b,10
3507,68083f88,9
3508,68088d24,8
3509,680beeff,8
3510,681421eb,8
3511,681bc83b,8
3512,681e259e,7
3513,68225869,8
3514,68248e7e,0
3515,6824b37f,8
3516,6835d118,8
3517,68364a59,8
3518,6837875d,10
3519,683af6a3,8
3520,68522e17,8
3521,685cd78c,9
3522,685f6a42,8
3523,6860dffd,9
3524,6862697d,8
3525,686677b5,8
3526,686b7200,9
3527,686b881e,8
3528,686d7535,8
3529,688327c8,8
3530,6885742d,8
3531,688be741,8
3532,688cc90b,7
3533,6892de64,8
3534,68954919,9
3535,689d405a,8
3536,68a351c7,7
3537,68a43ff9,8
3538,68aacbe0,8
3539,68c432c1,8
3540,68c9ff1d,8
3541,68dc844b,8
3542,68ea9c26,8
3543,68eba814,9
3544,68fde75f,8
3545,690a2215,8
3546,6913618d,4
3547,691cc55d,10
3548,6922a609,8
3549,6928b9b5,9
3550,692d2063,8
3551,6935bde1,6
3552,693a9caf,9
3553,69403baa,8
3554,694a8682,8
3555,694d0017,8
3556,695315f0,9
3557,69569f26,8
3558,6967f4df,8
3559,696a6fde,8
3560,69758f72,9
3561,697a9a26,8
3562,698d250c,9
3563,69927ae9,0
3564,69a22dcc,8
3565,69a46fd6,0
3566,69a735a6,8
3567,69b86085,9
3568,69c62392,9
3569,69c65a72,8
3570,69d2fd17,7
3571,69d8d165,10
3572,69e7ebab,8
3573,6a02b0d1,7
3574,6a0724f5,8
3575,6a0b1b4b,8
3576,6a0c247f,8
3577,6a0e50b1,6
3578,6a12ba5d,7
3579,6a141931,9
3580,6a2668ed,10
3581,6a2b1f52,10
3582,6a2db7d8,8
3583,6a30801c,8
3584,6a42cae8,9
3585,6a46fd3f,8
3586,6a51567f,8
3587,6a52da44,9
3588,6a657657,8
3589,6a68ef19,8
3590,6a6c8f83,11
3591,6a749767,8
3592,6a7901f3,10
3593,6a87c162,8
3594,6a8a9fd0,9
3595,6aa171e3,9
3596,6aaca534,5
3597,6ab9fadd,2
3598,6abeb856,8
3599,6abf11f1,9
3600,6ac7243d,8
3601,6ace0094,8
3602,6ad754f4,8
3603,6adde2bd,9
3604,6ae2427e,9
3605,6ae3df1b,8
3606,6ae48dc4,8
3607,6ae5b0eb,8
3608,6ae7f34d,8
3609,6af3ffbe,8
3610,6afd0a48,0
3611,6b10666a,0
3612,6b202453,8
3613,6b210ad9,9
3614,6b228c11,8
3615,6b266529,8
3616,6b2a9f43,8
3617,6b2d789b,8
3618,6b584670,8
3619,6b58ab67,8
3620,6b681d82,4
3621,6b69bec1,8
3622,6b719763,9
3623,6b77714e,8
3624,6b7b2358,9
3625,6b80027a,10
3626,6b89ee6e,7
3627,6b8ba518,8
3628,6ba58da0,9
3629,6babb16c,9
3630,6bad3a84,10
3631,6bb8df22,4
3632,6bbd1e13,8
3633,6bbe4907,8
3634,6bc11363,11
3635,6bc3b5d0,8
3636,6bc73eba,8
3637,6bca9a38,10
3638,6bcca5a2,8
3639,6bcfeef7,11
3640,6bd4ca1e,7
3641,6be3785d,8
3642,6c038251,8
3643,6c1868aa,8
3644,6c2ea13b,8
3645,6c452dda,8
3646,6c45ae3b,8
3647,6c46b313,7
3648,6c504601,9
3649,6c571cb6,1
3650,6c5c147e,9
3651,6c6a68ef,9
3652,6c6f6122,10
3653,6c71d053,8
3654,6c7d8b2c,9
3655,6c8b7d16,8
3656,6c8eba25,8
3657,6ca5d866,9
3658,6caaace0,8
3659,6cacfd88,8
3660,6cbda258,7
3661,6cc12ab7,9
3662,6cc6f6eb,8
3663,6cd7e808,8
3664,6cea2a21,1
3665,6ced2447,9
3666,6d08df1e,8
3667,6d14bc57,8
3668,6d165c9b,10
3669,6d2042d7,8
3670,6d248ea9,8
3671,6d287bd0,9
3672,6d2c4bc1,8
3673,6d3e33bb,9
3674,6d4177ba,8
3675,6d4aafb3,9
3676,6d4d34fa,9
3677,6d4f57df,8
3678,6d503b03,9
3679,6d547de5,6
3680,6d587a48,8
3681,6d5b7b47,9
3682,6d5e1ae3,10
3683,6d663dc3,8
3684,6d679bc6,8
3685,6d7423ac,8
3686,6d79574a,8
3687,6d8bf8ab,8
3688,6d8ff53f,8
3689,6d9aed92,8
3690,6d9e57ee,8
3691,6dae4dd6,9
3692,6db9309a,8
3693,6dbe7145,8
3694,6dc54a52,8
3695,6dc711b1,11
3696,6dc9d510,8
3697,6dcf85b7,8
3698,6dd030dc,8
3699,6dd1bed8,9
3700,6dd1f686,9
3701,6dd38ab4,8
3702,6dd44fa1,9
3703,6dd48498,11
3704,6dd840f3,8
3705,6dea2bc5,9
3706,6ded5f43,8
3707,6def885f,11
3708,6df753f4,8
3709,6e0aa685,9
3710,6e0f858a,8
3711,6e2319ab,10
3712,6e2e4ead,8
3713,6e3a8c8f,8
3714,6e43e402,8
3715,6e50352d,8
3716,6e62271a,8
3717,6e6736fe,7
3718,6e6aff13,9
3719,6e72a12f,8
3720,6e7b8055,8
3721,6e806428,7
3722,6e82f302,7
3723,6e91c55b,8
3724,6e91dd96,9
3725,6e99ee47,8
3726,6eb7b4c1,8
3727,6eb96864,7
3728,6edbe140,8
3729,6ee1bfdc,9
3730,6eece71d,9
3731,6eed3273,8
3732,6ef49136,9
3733,6efb20d9,8
3734,6f3019e4,8
3735,6f363ca6,7
3736,6f376a1c,9
3737,6f42a6a6,8
3738,6f484a7c,1
3739,6f4a3728,8
3740,6f4f4341,8
3741,6f51dd2b,8
3742,6f5eb444,8
3743,6f681639,7
3744,6f75a083,5
3745,6f772cb7,8
3746,6f79b1e3,8
3747,6f7c12f5,10
3748,6f7f46bf,0
3749,6f9c17b7,8
3750,6f9dabb3,9
3751,6fa8da31,8
3752,6fc3368d,8
3753,6fc58957,8
3754,6fcf7a16,10
3755,6fd150b5,9
3756,6fdb3588,8
3757,6fdff817,8
3758,6febbcb6,8
3759,6feddf13,9
3760,6ff6c651,10
3761,700acd90,8
3762,7010a143,8
3763,701493da,8
3764,7019883c,9
3765,7019a95b,9
3766,7020a3e3,9
3767,70250bd3,8
3768,7029f026,8
3769,70313d4b,7
3770,7034edd1,7
3771,703674f2,8
3772,70385700,8
3773,703db447,8
3774,704ea21b,8
3775,7050778a,8
3776,70573a8c,8
3777,705af243,8
3778,705f4524,9
3779,70617715,0
3780,706c5059,8
3781,706ffe23,8
3782,70785d70,9
3783,70795040,8
3784,7085a844,8
3785,708904d8,9
3786,7096125b,8
3787,709711cb,8
3788,70b74739,8
3789,70bc2c6f,9
3790,70c469f7,8
3791,70c9c9ac,8
3792,70da786e,9
3793,70dbbfd2,7
3794,70dd8217,8
3795,70dfd90b,8
3796,70e1125f,8
3797,70e41191,8
3798,70f2778b,9
3799,70fca2ff,8
